Area in sq.ft,Width of road in ft,Crimes per month,Average household income,Distance to railway station in kms,Distance to airport in kms,Distance to religious places in kms,Distance from slum in kms,Distance to state run liquor shop in kms,Education quality,Sports facility,Local traffic,Quality of life,Access to supermarket,Pollution levels,Medical treatment,Road condition,Price in Rupees
8529.077045,43.2501035,5,3688834.649,0.035395163,11.16793855,4.253122477,0.795655162,0.83040228,0.834700784,0.782046847,0.604129948,0.542496284,0.843717443,0.462872367,0.718488639,0.458782088,189242483.2
5460.980147,25.04584213,12,1367748.466,4.590049704,23.70119672,3.48616916,1.585013596,1.628192546,0.680343055,0.286155766,0.292554258,0.777116186,0.412844002,0.450183463,0.714729938,0.5858748,118125588.6
3772.566313,17.28369951,16,652039.0255,18.12705943,16.36937366,0.62159889,4.426606315,4.460286329,0.105118109,0.586847973,0.296525126,0.436758246,0.14733017,0.997400954,0.367478199,0.80444266,61574747.26
182.9191611,1.56872904,15,2869.505999,12.19217255,24.14921682,1.735947048,3.295316471,3.298193868,0.340189879,0.690129055,0.47045465,0.364608592,0.150809958,0.037926558,0.488616476,0.599809725,2922444.98
9097.123018,37.41185398,11,3403402.379,8.50619617,17.05625921,2.710660361,2.293482435,2.335655561,0.53749386,0.540045691,0.963405054,0.323633556,0.664541605,0.204023719,0.580439756,0.355378469,160256890.3
5150.959784,3.333000254,7,171681.5027,14.8381213,18.88343437,3.949463688,1.147692032,1.162187219,0.765861233,0.391317285,0.750611868,0.556947452,0.486488196,0.809010544,0.70684538,0.135188482,89732649.85
219.2384699,19.65239674,1,43085.61392,10.09943287,27.47074952,3.486084352,1.566947678,1.574715137,0.684141702,0.770123028,0.41518967,0.403588838,0.761493958,0.406764539,0.417583486,0.265352777,3879921.459
4080.44179,1.588034983,4,64798.84309,4.309162299,22.90772985,4.189242895,0.90311293,0.920659777,0.816669116,0.87226078,0.498344742,0.541820012,0.135092278,0.453195853,0.653795365,0.815865713,91989537.84
6422.381035,19.1156273,8,1227678.422,12.55128717,24.18871599,3.3938447,1.621670389,1.646350087,0.674669356,0.21756809,0.621216057,0.775156109,0.754910816,0.651073717,0.349379895,0.749460525,135759982.6
8553.16993,6.763897138,10,578527.6161,1.701236597,1.701697702,1.738986872,3.281447908,3.297202174,0.33952048,0.107837845,0.855974338,0.513798458,0.474343014,0.56012594,0.568481948,0.404824141,148986374.4
1931.44738,9.213073927,5,177945.6749,9.552586319,0.811954495,1.755476259,3.310302647,3.350283771,0.328699054,0.603018232,0.32849772,0.706664633,0.535584644,0.294187782,0.59737411,0.583813836,40259849.45
1957.957059,43.75562575,3,856716.3632,0.126813188,19.84910161,3.474297809,1.567769052,1.574582573,0.682852655,0.514142451,0.571936841,0.773067418,0.684050985,0.966965068,0.83942214,0.838903866,43514833.57
915.1769721,39.75400977,18,363819.543,14.74713061,12.1362407,1.626729895,3.450149515,3.489797432,0.305540652,0.62346336,0.879725311,0.195415783,0.593008742,0.697553048,0.657907713,0.484013842,11650218.23
1204.159281,34.00498092,9,409474.1336,5.476427237,29.55393206,3.226607234,1.845746598,1.883442052,0.621337788,0.853597806,0.39131444,0.345358225,0.196562674,0.192806612,0.726777737,0.58038016,21564372.05
4157.307766,35.91924323,6,1493273.488,6.65019222,16.53571293,0.02837778,5.069985983,5.073196647,0.020531439,0.643960956,0.482856407,0.595520648,0.998762911,0.953663661,0.091607249,0.516305782,78864713.51
9026.147078,45.0570001,20,4066911.098,17.98107883,29.69990632,0.36715326,4.687125239,4.692542767,0.056417257,0.423256721,0.433837858,0.852294827,0.103802801,0.369315554,0.169112387,0.468156992,181431325.3
1881.212605,4.845567307,9,91155.42296,9.529744312,2.051595367,3.349026374,1.731505413,1.75562345,0.646503958,0.824170979,0.227033007,0.761083343,0.01210784,0.188995385,0.817098653,0.926363874,45007183.47
2622.616479,48.13016115,16,1262269.538,7.363177891,12.86320563,2.045968102,2.983800331,3.00773202,0.402181089,0.599224061,0.515645708,0.099814627,0.262340691,0.754151323,0.241929325,0.779614386,36964271.92
1157.563042,45.61707057,6,528046.3497,10.77221519,23.36257432,0.968981539,4.054807597,4.095293455,0.182024664,0.843205188,0.305072496,0.980412793,0.996685385,0.267004319,0.274557672,0.17819291,26434974.04
9122.497585,33.94703187,9,3096817.162,17.52212856,28.31687254,1.218306099,3.819020053,3.824982242,0.226461468,0.345299249,0.946782298,0.433357948,0.559628913,0.775750472,0.194826759,0.256695106,146480631.6
5136.838259,21.46468575,16,1102606.19,6.113754061,13.77951392,3.04738864,2.005843132,2.053417491,0.59774978,0.536517399,0.688604199,0.068036198,0.287205528,0.739540737,0.693300733,0.864987154,75977846.2
8550.570245,36.31550934,11,3105183.136,10.93537151,13.1009181,2.690316324,2.395636012,2.436423125,0.516073277,0.581404765,0.602925675,0.348669091,0.243545669,0.791987516,0.454077401,0.185947463,144435368
3866.759554,23.46369178,11,907284.5437,15.05737009,2.493547651,4.572747616,0.517889451,0.542591349,0.890682878,0.368941264,0.376467879,0.267467063,0.925776805,0.84707049,0.788777277,0.668933878,64324383.7
2524.190858,20.99922122,11,530060.4224,17.86933296,23.515462,0.763727324,4.266308847,4.298963063,0.143606537,0.087056663,0.673124313,0.2759754,0.44884441,0.253808473,0.477713393,0.251836751,32189210.81
7835.865082,21.38123649,5,1675404.844,13.91849976,19.45343267,1.665181612,3.350661641,3.382802637,0.320391323,0.115785621,0.265444933,0.072058028,0.207883004,0.547802338,0.246185757,0.166834008,105876585
4515.759357,32.88022002,2,1484791.612,10.15290761,6.508892133,0.011530375,5.062648312,5.086850588,0.015010233,0.813969956,0.946767576,0.684186056,0.943397209,0.050631229,0.440314499,0.105940476,91436706.05
5869.336861,44.32645947,8,2601669.224,8.700899925,21.56531028,1.728445379,3.353057099,3.392415139,0.325940249,0.03706082,0.542917238,0.378188949,0.432166062,0.690293758,0.386217442,0.292824059,87512070.21
5913.963172,22.55775436,20,1334057.285,18.07996125,5.733166382,3.026579556,2.032784781,2.056025911,0.587232476,0.774126963,0.530621599,0.093181824,0.598095514,0.908281881,0.651142231,0.94745817,90751061.84
539.3185035,14.76985133,15,79656.54117,5.20206292,4.049700065,3.659871787,1.373116459,1.378891102,0.717866861,0.790590052,0.369806844,0.207493988,0.649313446,0.319519831,0.829229997,0.780766078,9036216.121
8893.480794,21.44972672,2,1907627.326,6.093518676,24.57072123,4.591622311,0.507157777,0.527009457,0.891017249,0.026330867,0.003058526,0.484760484,0.484924119,0.805638441,0.789332271,0.594139169,182447806
1671.367972,29.65763937,17,495688.2855,2.86778581,29.47986854,4.600818492,0.452667096,0.476796213,0.905355417,0.030125141,0.709572179,0.214876045,0.965034215,0.881398302,0.713243078,0.27580545,19285279.45
9263.196233,41.35447458,18,3830746.131,7.454372402,15.45088219,2.786647419,2.21941787,2.227895424,0.552988215,0.655239998,0.792573803,0.990892645,0.73337004,0.767836796,0.739240792,0.382283967,214520849.1
6220.891248,8.820865751,2,548736.4655,15.57559739,11.06527823,1.269104625,3.735495527,3.765355737,0.243411851,0.847100929,0.942745538,0.79757259,0.621666723,0.421621851,0.463828272,0.057705115,136892704.4
5179.263393,9.447301698,17,489300.6385,9.541289665,0.618015738,2.707589892,2.360119656,2.386539638,0.519776224,0.694893967,0.740862177,0.383828895,0.652930231,0.36249121,0.768428839,0.802952947,92458338.62
7506.789901,23.99965339,12,1801603.557,6.942990636,10.760183,3.22762534,1.857494781,1.897396737,0.627245091,0.069896206,0.828550039,0.760902506,0.658319331,0.990414204,0.344981502,0.627361551,143696223.8
399.5186409,42.66398471,16,170450.5719,17.76487085,6.840731793,4.686765636,0.379608385,0.381976837,0.916909625,0.126527648,0.554658548,0.47510249,0.997698131,0.760436008,0.697799946,0.510800457,6236071.094
325.5664648,32.75594684,7,106642.3781,3.683965736,25.0761442,0.908342806,4.113084722,4.116545178,0.176056144,0.201604578,0.55356172,0.146599295,0.771184153,0.146991284,0.486546019,0.514909617,4475484.597
7714.396303,49.79212352,12,3841161.736,0.558719136,27.23262924,2.309347703,2.760122148,2.785259409,0.438585487,0.272512156,0.222381966,0.631414518,0.927986307,0.535105246,0.530540383,0.65773476,158390506.5
6141.983149,46.19945535,13,2837562.763,11.07245417,1.379376873,1.417260552,3.616727886,3.629433873,0.275241552,0.647630318,0.422732965,0.41321406,0.694802554,0.990645805,0.44331533,0.231012482,103454118.9
3393.506376,18.1298473,14,615237.524,18.21347322,19.31805574,4.610142289,0.466511588,0.51219167,0.904661676,0.679688393,0.331307793,0.190822511,0.40137716,0.315946776,0.6080396,0.434886062,53980888.75
3163.890456,6.055097861,11,191576.6633,12.2001897,21.65758794,4.961106508,0.091625004,0.116155763,0.978011825,0.919444031,0.066836751,0.532285273,0.226902347,0.237439847,0.7799032,0.8935927,70953903.21
5297.987197,29.30797793,14,1552732.919,13.17878857,6.082621198,0.04154263,4.963983683,5.000014601,0.000817936,0.404308384,0.148709828,0.662626634,0.203250197,0.037553931,0.074286676,0.88689408,108724336.9
3763.060502,15.52455931,17,584198.5596,7.191789376,11.07153795,0.730755591,4.333275531,4.354931879,0.131088912,0.068648119,0.219448871,0.81240843,0.523795405,0.594361031,0.340291811,0.820565459,71907002.66
3702.78646,43.24991852,8,1601452.127,4.014346873,15.04815768,1.975173333,3.043627184,3.051919244,0.383495194,0.503672624,0.400167684,0.912702332,0.141530196,0.901429852,0.415208428,0.571780342,79736326.92
3355.908819,2.679189347,9,89911.15158,14.39323118,19.57471967,2.360712426,2.694339851,2.720265999,0.453339274,0.251914985,0.405035948,0.215115451,0.445887245,0.858208339,0.573634421,0.113150164,43256226.46
8585.893532,12.3318168,8,1058796.661,7.824910974,25.7536156,1.457893746,3.549147271,3.579784995,0.288049337,0.764802035,0.591613233,0.710149935,0.417697993,0.484783768,0.512367611,0.171431778,176971307.4
8261.543057,32.95600391,15,2722674.453,4.782982699,23.02479783,3.659752323,1.407056748,1.447489794,0.716031537,0.351206377,0.437583768,0.259004634,0.017727062,0.748524467,0.712684261,0.395907137,133894130.7
288.4785592,38.04092985,7,109739.9263,10.97891486,1.618500215,1.038459617,4.033750662,4.040179975,0.184591502,0.599688796,0.954433495,0.697254702,0.037283683,0.031870062,0.575175227,0.623068481,5638530.474
9910.363153,7.626793339,10,755842.9169,3.595539047,25.8852386,4.244972835,0.766676636,0.787317524,0.840967907,0.353068174,0.34846961,0.153156721,0.70212782,0.689656004,0.859587561,0.399682199,167321568.3
8242.744531,1.662883209,12,137067.2148,9.935276208,27.31202268,0.961406033,4.132241866,4.160811037,0.166261135,0.920468938,0.032994716,0.443691568,0.351894698,0.340780593,0.499844258,0.302945682,161738013.6
8157.802838,12.00422889,11,979281.3248,14.08842824,24.84335417,3.832133834,1.179175268,1.182301693,0.75509481,0.63946435,0.86885246,0.893348939,0.578606711,0.5819406,0.854614172,0.123982872,178974086.4
70.21078005,27.11780288,7,19039.62093,9.57799834,13.36919277,4.982519162,0.049366361,0.052782055,0.984635619,0.494180329,0.266497436,0.381363779,0.257277474,0.381267113,0.643752702,0.746803773,1307762.795
6781.659767,40.01660289,1,2713789.858,11.69900828,26.89584595,0.819441927,4.220215421,4.226686572,0.153877466,0.649468285,0.548412839,0.859099855,0.32134254,0.720947311,0.318159372,0.538399774,159240493.6
6926.422724,18.18010795,6,1259231.128,1.343831569,22.56518277,2.103458804,2.911200388,2.944506605,0.411857459,0.964909324,0.297040173,0.099542729,0.315285087,0.921655625,0.464833341,0.440842494,113413960.8
1747.399875,0.477669874,9,8346.802781,15.73499856,0.509131301,1.329871529,3.67724156,3.708698932,0.256530972,0.124460257,0.08529331,0.366397031,0.461271713,0.641858542,0.546770722,0.894107693,28769596.37
3716.330705,4.935891366,13,183434.0464,10.2852422,19.60120252,4.506918858,0.502656254,0.54656195,0.895922137,0.595982986,0.742446846,0.36794921,0.743913986,0.546138016,0.579027068,0.17314491,59575093.46
5482.712858,29.87211435,9,1637802.255,13.0534109,12.76579136,0.379732521,4.710444231,4.741973236,0.057461226,0.616910147,0.91287697,0.436351679,0.348972258,0.101620665,0.307437131,0.723918474,101281413.6
3568.448527,25.49991651,15,909951.395,10.24638818,17.42142025,0.684337404,4.408125985,4.40937944,0.117037647,0.806945642,0.890401289,0.384476219,0.171088659,0.625763256,0.395560222,0.827499648,58110444.8
1721.236632,39.6100482,2,681782.6596,19.23075594,23.3932444,2.804653445,2.268508493,2.26951313,0.542802997,0.837829279,0.065471181,0.445975419,0.486034675,0.955943983,0.396286664,0.810795338,34108400.32
1639.738754,32.2272731,14,528443.0865,3.680896143,14.06018858,4.309036388,0.707263958,0.749766201,0.852798926,0.35173776,0.979535355,0.941826153,0.631345388,0.734663057,0.526920267,0.082483431,31411827.16
8116.148888,25.83813693,3,2097061.663,5.627864697,29.3821567,2.915126341,2.096228872,2.10476684,0.579295883,0.639893194,0.74790693,0.770812966,0.350566948,0.988363561,0.327794161,0.146061295,170970556.9
5599.536425,29.35415242,16,1643696.457,16.7664174,6.105693796,4.986820131,0.082863291,0.109803382,0.98157339,0.584729167,0.458693762,0.974145205,0.659080691,0.932731073,0.574432651,0.86623694,131968970.2
1399.534308,5.658090556,13,79186.91848,6.367055215,18.70398331,3.675879085,1.350042711,1.380122868,0.727328027,0.746420409,0.819370435,0.908671925,0.785783517,0.818171508,0.853165357,0.929633314,31651215.83
6745.712367,16.94533653,1,1143083.662,15.02211955,22.42328074,4.330955013,0.719671402,0.758992428,0.855583734,0.371010268,0.572871156,0.158421999,0.299168187,0.034569161,0.79039476,0.691752045,127031149.4
3828.634255,24.43276745,5,935441.3042,9.769095195,2.806155733,2.855415003,2.150692818,2.19294194,0.565475744,0.420747941,0.804785257,0.622322147,0.963760728,0.098891956,0.625123058,0.95252204,82120088.41
6001.219913,23.46887862,1,1408419.017,15.38862507,10.06111436,4.104635334,0.953985702,0.959002499,0.80871816,0.343816286,0.652927026,0.195521913,0.422405071,0.337332885,0.88195785,0.580513346,107303433.2
9158.942264,31.89058909,10,2920840.642,12.11599195,27.02626062,2.232084136,2.795000855,2.840951658,0.44002538,0.706158747,0.37290422,0.131790382,0.983236401,0.309390895,0.477259041,0.525418582,164760058.2
8389.771639,27.86405684,11,2337730.738,16.17510183,20.88484893,0.573914632,4.474199374,4.500868573,0.10291793,0.009846972,0.053469836,0.86217983,0.42401721,0.619402822,0.425655464,0.912324051,183638343.5
1049.069647,33.95510635,7,356212.7144,12.19292176,11.18467217,0.941359667,4.091073227,4.137484472,0.181541365,0.68807423,0.572234702,0.863494947,0.07207404,0.553218496,0.396408256,0.723509132,23066011.25
4355.82627,39.78062622,7,1732774.967,11.72322357,12.7846464,4.970349395,0.042837654,0.076761098,0.986977282,0.374980086,0.198329733,0.270004622,0.291213933,0.498601633,0.790438421,0.25017867,75676798.25
4794.480163,39.75802744,5,1906190.739,1.51526925,20.20451531,4.634951846,0.405463413,0.422533616,0.915355856,0.782538473,0.514079069,0.800740213,0.909695344,0.731440841,0.857962635,0.060700783,105761290.7
2570.827135,39.51469998,3,1015854.629,2.599682536,23.90725722,2.758030188,2.246254817,2.272132971,0.549244186,0.212778529,0.306507001,0.276170205,0.461903434,0.117516409,0.32370313,0.359433039,42957587.84
9677.201316,42.27048394,12,4090599.828,9.213696163,26.96827903,4.385388236,0.647236127,0.662356409,0.87033111,0.590699258,0.870531555,0.407536681,0.106603913,0.721619234,0.867404849,0.356512416,176230901.1
5656.14052,16.23550896,5,918303.2008,2.293065465,21.47123813,0.618559188,4.480665948,4.509316463,0.098745194,0.920891428,0.862400232,0.461402762,0.658961619,0.670808254,0.375671956,0.137611678,101584749.3
1355.643372,42.26323198,8,572938.7033,13.25328078,10.61337909,4.043278107,0.995824026,1.025842478,0.792960329,0.11846488,0.724771817,0.059793836,0.645819396,0.54802264,0.57064473,0.444655875,17217792.31
7928.384307,13.87012978,5,1099677.193,7.098893253,2.328207065,3.128657812,1.882085215,1.897544302,0.623097923,0.958213181,0.696215724,0.470467124,0.527060218,0.432030503,0.525083405,0.179969107,159692356.1
1504.503697,31.7565618,16,477778.6462,11.83546538,14.9378454,2.128870642,2.887293676,2.921500681,0.41935899,0.277032399,0.937452727,0.445894687,0.322698468,0.586346628,0.389944844,0.771741003,23210343.16
8692.839337,8.060603224,3,700695.2879,10.60141753,13.8734569,3.319134741,1.729499702,1.734470891,0.652996601,0.980351461,0.760097558,0.314003735,0.765226388,0.643272541,0.501469249,0.289336909,167789819.8
9988.553885,6.877098818,5,686922.7212,11.14923205,24.11437878,0.334316201,4.704035299,4.729128881,0.052273748,0.32352248,0.69355411,0.651258982,0.845621206,0.591789574,0.062698156,0.119127902,185453179.4
2763.661653,6.287315179,11,173760.1186,3.800395823,8.649602016,1.914805237,3.102982138,3.141720118,0.369936379,0.27983874,0.24540084,0.622332606,0.557475072,0.518064307,0.532698496,0.780964956,52703729.49
8345.959724,35.90022759,18,2996218.535,11.35939708,21.7292919,3.590179198,1.497772277,1.519761774,0.696305394,0.414200242,0.797489067,0.468525849,0.380004356,0.916811849,0.536679331,0.569099599,140641295.9
8851.308399,19.69638731,17,1743387.985,1.150434176,16.27306657,1.63241219,3.451600332,3.4517608,0.309494837,0.519514031,0.491814016,0.61826876,0.925332014,0.34103363,0.252389489,0.272093459,166674472
9352.975057,38.43079966,6,3594423.106,19.41124191,29.37851298,3.568612192,1.526457362,1.574837301,0.692549282,0.548114047,0.635803199,0.674631505,0.162220078,0.996700973,0.605665973,0.641817628,201684600.7
8979.770546,28.38353383,18,2548776.211,9.953474579,0.120785265,1.227224922,3.822156886,3.867802894,0.227640315,0.469807355,0.246192363,0.662280476,0.252308627,0.287631013,0.455417036,0.815949635,187673402.1
7907.862485,45.01775803,20,3559942.399,0.075229386,9.534015855,3.992801225,1.084451955,1.108642531,0.781315877,0.193751415,0.049005043,0.821181497,0.694069797,0.985836415,0.825743804,0.289597707,163601559.8
2127.620628,43.71977112,16,930190.869,9.749597779,25.98768725,0.463319029,4.552470635,4.583528595,0.083200529,0.149888061,0.878288593,0.801672696,0.628714069,0.446549887,0.421003904,0.682932946,37266346.73
9539.986965,16.1136279,8,1537238.001,10.75127771,5.016367429,3.829786869,1.249501576,1.276476848,0.742160593,0.917705575,0.696209155,0.741921765,0.676721902,0.790854525,0.695580695,0.42938851,222146654.5
687.7590943,3.207913046,6,22062.71371,6.018323546,1.710811359,3.440021197,1.636630548,1.653304198,0.669662134,0.542472341,0.401579294,0.544266632,0.199425571,0.887070204,0.79360497,0.87176337,13692483.75
2909.868183,16.23499098,11,472416.8369,13.08604164,23.31165727,3.405699455,1.636075163,1.676430504,0.668551127,0.023783577,0.488240324,0.257156794,0.916751444,0.06863899,0.834273051,0.834698518,46578209.57
8188.95201,21.45570738,6,1756997.581,3.416769997,20.77374048,4.91028015,0.156355366,0.166617008,0.968497432,0.62864236,0.785371272,0.624681775,0.650557795,0.559499733,0.746857116,0.074844074,173179173.5
6467.930775,6.949675921,18,449500.2277,4.509354107,4.543205735,4.759701825,0.247691317,0.273624885,0.940721628,0.599393736,0.177085903,0.686853059,0.5718488,0.952640073,0.706552292,0.15957845,123299668.8
1289.592188,20.55672624,5,265097.9358,0.584658911,22.95912404,2.48343871,2.555741738,2.595413252,0.479762086,0.897635744,0.778405494,0.727396578,0.250826119,0.850658625,0.458475346,0.915553717,28442365.08
3797.534504,22.29521068,4,846668.3185,2.423791398,13.57663935,1.838998141,3.186670177,3.196688867,0.358674911,0.480142382,0.502943892,0.856225928,0.234417431,0.275708386,0.675462838,0.844386862,87964637.78
4938.031268,45.70385656,17,2256870.728,3.221340262,1.333337205,4.980976655,0.095324756,0.101606434,0.971511057,0.665287161,0.477604213,0.294893131,0.303168797,0.098076157,0.788307177,0.501433124,89785836.95
1993.099685,17.23903569,6,343591.1659,5.686545418,26.28532202,1.275948746,3.726294897,3.737136274,0.246185653,0.393513587,0.04438927,0.893192012,0.701058814,0.170582302,0.231887663,0.409129112,42854717.02
5560.465928,24.10772383,9,1340501.77,9.005562052,25.28749672,2.504424381,2.555338019,2.598372209,0.486501375,0.985272816,0.564153064,0.213237833,0.123355605,0.706999841,0.412837242,0.487742486,95811035.63
6131.590916,11.70513,8,717710.6876,3.369414935,0.590751727,1.97951538,3.119457219,3.127900248,0.368975512,0.050154273,0.916227454,0.142416852,0.260275828,0.356178819,0.429421545,0.350992522,80928253
4013.641617,19.89522353,17,798522.9717,16.5968957,9.682888725,0.124668866,4.903257304,4.945488102,0.009672302,0.754093968,0.131969287,0.958629698,0.44767345,0.816181747,0.28363351,0.36947508,82021160.61
8042.467569,22.08672198,8,1776317.452,17.42957525,9.143287336,4.158145992,0.8747509,0.879457257,0.82294358,0.917779613,0.2438057,0.908907721,0.064254491,0.760525343,0.903387249,0.314390766,200313137.2
4156.927949,47.3645672,2,1968910.932,11.61957693,28.4185448,4.021902987,0.985542648,0.995733216,0.797857584,0.330299547,0.628563143,0.494016316,0.497107015,0.672772449,0.63594087,0.074377634,74421937.26
4747.154126,28.90082907,16,1371966.9,10.217696,1.308027939,1.468057319,3.569153478,3.57607134,0.284517567,0.942965079,0.592205895,0.222453088,0.018765144,0.549396058,0.260444125,0.845551338,80058024.24
6820.110425,32.57707842,3,2221792.722,10.85698373,15.56913919,1.879025519,3.176942305,3.196158133,0.362660755,0.884801431,0.548445417,0.163998393,0.310867571,0.600313353,0.421243465,0.176614387,116805718.1
2577.189102,15.83393881,5,408070.5455,7.153426256,4.94005693,0.397176478,4.702538849,4.708136125,0.051293899,0.212601775,0.834586608,0.284690085,0.01512955,0.983787684,0.054411248,0.772895511,35870199.16
4806.515323,6.010435882,15,288892.5216,13.28638175,15.04072364,1.803370195,3.202007844,3.247242547,0.357623955,0.177757334,0.860301575,0.454031363,0.724801269,0.049490484,0.261090287,0.795792364,82159433.96
3057.932315,38.11119542,12,1165414.561,6.960355842,23.41477885,4.788890712,0.250856679,0.264866702,0.941669361,0.498636567,0.980787542,0.453705283,0.351612637,0.884434215,0.552878916,0.309508034,49364187.65
1093.338202,46.26123883,11,505791.7969,8.337667963,28.05509367,1.502837071,3.498624107,3.519516115,0.291215327,0.91342911,0.25665019,0.766310912,0.190466943,0.495314619,0.318128919,0.149705557,21009206.32
118.5532914,7.066304044,6,8377.336021,16.05389644,20.52061649,2.369122904,2.671187546,2.696700776,0.461530553,0.671205358,0.696017384,0.541859093,0.109720044,0.010673292,0.459788325,0.346761935,2140114.613
1196.131107,17.17329076,1,205415.0728,4.749677808,10.41416251,1.62447467,3.398591176,3.434369025,0.315342924,0.143151038,0.989986121,0.283998202,0.161766507,0.009204993,0.645342926,0.99788359,20190631.44
6463.443491,43.15738198,6,2789452.997,0.682446588,13.58683132,2.802867012,2.263833011,2.283308959,0.543112773,0.201679777,0.826790481,0.424583496,0.030431209,0.659146573,0.568224795,0.395931238,108419530.5
6247.841458,23.4047004,15,1462288.575,5.273088628,23.12255941,3.878991818,1.143977632,1.178241758,0.761298615,0.584117297,0.621346951,0.377230688,0.454472821,0.826209998,0.450787363,0.712218472,108145125.6
2075.291637,34.57007655,1,717429.9076,14.13644407,19.20224734,3.319664787,1.750222189,1.778641926,0.641470705,0.320402754,0.373289209,0.644437596,0.324270671,0.904545701,0.454110997,0.114424918,37016705.47
6856.566937,40.63604964,16,2786237.944,10.30985706,1.78313078,0.418753122,4.666700082,4.707937037,0.057812329,0.609238857,0.713377237,0.755534208,0.695501408,0.654807017,0.260863523,0.104667085,127506434.9
8210.721123,7.165289733,12,588321.9576,16.70255619,21.20690949,0.327238978,4.674305975,4.717020751,0.061471494,0.807552121,0.647200894,0.809124085,0.699048939,0.1228358,0.500162581,0.008514276,176116003.9
1741.695029,18.3491476,8,319586.1916,15.18491851,10.36662556,1.264875902,3.821815012,3.864252448,0.227040096,0.779518861,0.417882538,0.109264601,0.072362117,0.391701239,0.376582052,0.667697406,26545219.58
